Time,Use[kW],Gen[kW],Office[kW],Garage[kW],Kitchen[kW],LivingRoom[kW],Pressure[mm Hg],WindSpeed [mps],Temperature[C],ApparentTemperature[C],DewPoint[C]
1451625509,0.7615,0.003366667,0.04265,0.050366667,0.000600033,0.101433333,1013.62,9.14,32.87,25.25,24.1
1451625510,0.760816667,0.003383333,0.042583333,0.050366667,0.0005833,0.101566667,1013.62,9.14,32.87,25.25,24.1
1451625511,0.761266667,0.003383333,0.042583333,0.050333333,0.000616633,0.101766667,1013.62,9.14,32.87,25.25,24.1
1451625512,0.82435,0.003366667,0.0426,0.050283334,0.000566633,0.102,1013.62,9.14,32.87,25.25,24.1
1451625513,0.8068,0.003383333,0.042683333,0.050383333,0.000616633,0.102333333,1013.62,9.14,32.87,25.25,24.1
1451625514,0.857966667,0.003383333,0.042633333,0.050233334,0.000583333,0.102316667,1013.62,9.14,32.87,25.25,24.1
1451625515,1.0296,0.003366667,0.042783333,0.0499,0.000666733,0.102183333,1013.62,9.14,32.87,25.25,24.1
1451625516,1.221483333,0.0034,0.042916667,0.049666667,0.000800033,0.101866667,1013.62,9.14,32.87,25.25,24.1
1451625517,1.20085,0.003383333,0.042916667,0.049683333,0.000783333,0.1024,1013.62,9.14,32.87,25.25,24.1
1451625518,1.171816667,0.003366667,0.04285,0.0497,0.000750033,0.102383333,1013.62,9.14,32.87,25.25,24.1
1451625519,0.914716667,0.003383333,0.04275,0.050183333,0.000566733,0.102633333,1013.62,9.14,32.87,25.25,24.1
1451625520,1.075666667,0.003383333,0.042433333,0.050316667,0.000550033,0.100966667,1013.62,9.14,32.87,25.25,24.1
1451625521,1.381783333,0.003383333,0.042233333,0.050266667,0.000650034,0.100116667,1013.62,9.14,32.87,25.25,24.1
1451625522,1.6687,0.003383333,0.041983333,0.0503,0.0008,0.0997,1013.62,9.14,32.87,25.25,24.1
1451625523,1.737866667,0.0034,0.042,0.050266667,0.000699967,0.099483333,1013.62,9.14,32.87,25.25,24.1
1451625524,1.57405,0.003383333,0.042066667,0.0502,0.00065,0.099683333,1013.62,9.14,32.87,25.25,24.1
1451625525,1.4538,0.003383333,0.0422,0.050016667,0.000550033,0.1,1013.62,9.14,32.87,25.25,24.1
1451625526,1.129733333,0.003383333,0.04245,0.049816667,0.00035,0.1004,1013.62,9.14,32.87,25.25,24.1
1451625527,3.620566667,0.003333333,0.0422,0.049216667,0.001683367,0.099433333,1013.62,9.14,32.87,25.25,24.1
1451625528,4.912933333,0.0033,0.042333333,0.048233334,0.001183366,0.098833333,1013.62,9.14,32.87,25.25,24.1
1451625529,4.764216667,0.003333333,0.042233333,0.04825,0.000833367,0.098433333,1013.62,9.14,32.87,25.25,24.1
1451625530,4.822166667,0.0033,0.0423,0.048166667,0.000883334,0.098316667,1013.62,9.14,32.87,25.25,24.1
1451625531,4.406683333,0.003316667,0.0421,0.048566666,0.001050034,0.0981,1013.62,9.14,32.87,25.25,24.1
1451625532,4.40775,0.003333333,0.042033333,0.049,0.001266634,0.09895,1013.62,9.14,32.87,25.25,24.1
1451625533,4.31225,0.003333333,0.042083333,0.133783333,0.001266666,0.09925,1013.62,9.14,32.87,25.25,24.1
1451625534,4.47355,0.003316667,0.042283333,0.10455,0.001250034,0.099033333,1013.62,9.14,32.87,25.25,24.1
1451625535,4.285133333,0.003316667,0.042033333,0.048983333,0.001233333,0.099366667,1013.62,9.14,32.87,25.25,24.1
1451625536,4.548066667,0.003333333,0.042016667,0.0488,0.001283367,0.098566667,1013.62,9.14,32.87,25.25,24.1
1451625537,4.478933333,0.003316667,0.042,0.048816667,0.0013,0.098333333,1013.62,9.14,32.87,25.25,24.1
1451625538,5.224966667,0.003316667,0.041583333,0.048533334,0.001566633,0.096866667,1013.62,9.14,32.87,25.25,24.1
1451625539,5.35965,0.003316667,0.041833333,0.048216666,0.001299967,0.097033333,1013.62,9.14,32.87,25.25,24.1
1451625540,5.455966667,0.00335,0.041883333,0.048183334,0.0012167,0.0972,1013.62,9.14,32.87,25.25,24.1
1451625541,4.070333333,0.003333333,0.042166667,0.048216667,0.001016634,0.09855,1013.62,9.14,32.87,25.25,24.1
1451625542,1.87485,0.0034,0.042416667,0.048583333,0.000850033,0.099366667,1013.62,9.14,32.87,25.25,24.1
1451625543,3.425833333,0.003333333,0.04235,0.048216667,0.0008667,0.098716667,1013.62,9.14,32.87,25.25,24.1
1451625544,3.834433333,0.00335,0.0423,0.048183333,0.00085,0.098483333,1013.62,9.14,32.87,25.25,24.1
1451625545,3.135633333,0.00335,0.042533333,0.04835,0.000766667,0.09915,1013.62,9.14,32.87,25.25,24.1
1451625546,2.712016667,0.003333333,0.042616667,0.049116667,0.000750067,0.099383333,1013.62,9.14,32.87,25.25,24.1
1451625547,2.800916667,0.003333333,0.0425,0.154233334,0.000716733,0.099683333,1013.62,9.14,32.87,25.25,24.1
1451625548,2.744566667,0.003333333,0.042466667,0.094316667,0.0007167,0.099266667,1013.62,9.14,32.87,25.25,24.1
1451625549,2.82715,0.003333333,0.042433333,0.049033333,0.000733367,0.099316667,1013.62,9.14,32.87,25.25,24.1
1451625550,3.2111,0.0033,0.04235,0.04885,0.000450033,0.099366667,1013.62,9.14,32.87,25.25,24.1
1451625551,3.065516667,0.003333333,0.042466667,0.048783333,0.000500033,0.099483333,1013.62,9.14,32.87,25.25,24.1
1451625552,3.253233333,0.003333333,0.04245,0.048816667,0.000533367,0.09965,1013.62,9.14,32.87,25.25,24.1
1451625553,3.1094,0.00335,0.04235,0.049016667,0.000583367,0.0995,1013.62,9.14,32.87,25.25,24.1
1451625554,3.464083333,0.003316667,0.042183333,0.04905,0.0007,0.0991,1013.62,9.14,32.87,25.25,24.1
1451625555,3.976616667,0.003333333,0.042066667,0.076816667,0.000649967,0.098283333,1013.62,9.14,32.87,25.25,24.1
1451625556,2.53895,0.003283333,0.0423,0.16085,0.0007167,0.099066667,1013.62,9.14,32.87,25.25,24.1
1451625557,2.296383333,0.003283333,0.0422,0.04895,0.000516667,0.098716667,1013.62,9.14,32.87,25.25,24.1
1451625558,1.682583333,0.003283333,0.042516667,0.048966666,0.000583333,0.099683333,1013.62,9.14,32.87,25.25,24.1
1451625559,1.156483333,0.0033,0.0424,0.049583333,0.000683367,0.099666667,1013.62,9.14,32.87,25.25,24.1
1451625560,1.205783333,0.0033,0.04245,0.049466667,0.000666667,0.099983333,1013.78,7.89,32.17,25.12,22.79
1451625561,2.680583333,0.00325,0.042383333,0.049166667,0.000633333,0.099533333,1013.78,7.89,32.17,25.12,22.79
1451625562,3.30245,0.003233333,0.042316667,0.04945,0.0007667,0.099716667,1013.78,7.89,32.17,25.12,22.79
1451625563,3.1671,0.003283333,0.042416667,0.049033333,0.000683334,0.099433333,1013.78,7.89,32.17,25.12,22.79
1451625564,3.189433333,0.003283333,0.042433333,0.04905,0.000716667,0.099316667,1013.78,7.89,32.17,25.12,22.79
1451625565,3.486016667,0.003233333,0.043866667,0.142916666,0.000666633,0.09905,1013.78,7.89,32.17,25.12,22.79
1451625566,3.5501,0.0033,0.083233333,0.0937,0.000733367,0.09905,1013.78,7.89,32.17,25.12,22.79
1451625567,1.344633333,0.003383333,0.099616667,0.048266666,0.000883334,0.099666667,1013.78,7.89,32.17,25.12,22.79
1451625568,1.789683333,0.00325,0.109233333,0.049033333,0.000883334,0.099516667,1013.78,7.89,32.17,25.12,22.79
1451625569,2.597016667,0.003283333,0.112416667,0.04875,0.000783367,0.09935,1013.78,7.89,32.17,25.12,22.79
1451625570,3.842166667,0.003266667,0.112033333,0.048683334,0.0005667,0.098983333,1013.78,7.89,32.17,25.12,22.79
1451625571,3.972766667,0.00325,0.111033333,0.049533334,0.001066633,0.09885,1013.78,7.89,32.17,25.12,22.79
1451625572,4.688466667,0.003233333,0.110933333,0.049466667,0.001100033,0.0982,1013.78,7.89,32.17,25.12,22.79
1451625573,3.457433333,0.003233333,0.111166667,0.049633334,0.001100033,0.09865,1013.78,7.89,32.17,25.12,22.79
1451625574,2.052383333,0.003283333,0.11145,0.04945,0.000866667,0.099266667,1013.78,7.89,32.17,25.12,22.79
1451625575,2.089033333,0.0033,0.111566667,0.0494,0.000899967,0.099233333,1013.78,7.89,32.17,25.12,22.79
1451625576,2.27165,0.003233333,0.112116667,0.048866666,0.0005667,0.099116667,1013.78,7.89,32.17,25.12,22.79
1451625577,4.889733333,0.0011,0.114233333,0.045533333,0.0006333,0.097866667,1013.78,7.89,32.17,25.12,22.79
1451625578,3.753416667,0.003266667,0.112983333,0.048133333,0.000816633,0.09875,1013.78,7.89,32.17,25.12,22.79
1451625579,3.733016667,0.0033,0.112983333,0.048166667,0.000766666,0.098766667,1013.78,7.89,32.17,25.12,22.79
1451625580,3.6525,0.003266667,0.112916667,0.04825,0.000733333,0.098716667,1013.78,7.89,32.17,25.12,22.79
1451625581,3.938466667,0.0023,0.1133,0.0475,0.000483333,0.0987,1013.78,7.89,32.17,25.12,22.79
1451625582,4.45645,0.001933333,0.11365,0.06405,0.000533366,0.09835,1013.78,7.89,32.17,25.12,22.79
1451625583,2.037616667,0.003266667,0.112833333,0.17175,0.000583333,0.099183333,1013.78,7.89,32.17,25.12,22.79
1451625584,1.3779,0.003266667,0.113016667,0.049016666,0.0005834,0.15845,1013.78,7.89,32.17,25.12,22.79
1451625585,1.6238,0.003233333,0.113166667,0.0488,0.000583333,0.3259,1013.78,7.89,32.17,25.12,22.79
1451625586,1.845166667,0.00325,0.113816667,0.04815,0.000783367,0.331233333,1013.78,7.89,32.17,25.12,22.79
1451625587,1.9456,0.003266667,0.11375,0.048183333,0.00075,0.33565,1013.78,7.89,32.17,25.12,22.79
1451625588,2.1204,0.00325,0.113533333,0.048283334,0.000633367,0.3387,1013.78,7.89,32.17,25.12,22.79
1451625589,2.305066667,0.00325,0.11325,0.048116667,0.000516733,0.34015,1013.78,7.89,32.17,25.12,22.79
1451625590,2.777966667,0.00325,0.1127,0.04835,0.000500067,0.340866667,1013.78,7.89,32.17,25.12,22.79
1451625591,2.68155,0.003283333,0.11285,0.04785,0.000299967,0.3422,1013.78,7.89,32.17,25.12,22.79
1451625592,2.702116667,0.003266667,0.1127,0.048366667,0.000383334,0.342866667,1013.78,7.89,32.17,25.12,22.79
1451625593,1.752866667,0.0033,0.11315,0.048583333,0.0004833,0.32875,1013.78,7.89,32.17,25.12,22.79
1451625594,1.594066667,0.00325,0.1137,0.135283334,0.000650067,0.347966667,1013.78,7.89,32.17,25.12,22.79
1451625595,1.509766667,0.003283333,0.113816667,0.1022,0.000816667,0.34815,1013.78,7.89,32.17,25.12,22.79
1451625596,1.330316667,0.0033,0.113916667,0.048483333,0.000833333,0.34785,1013.78,7.89,32.17,25.12,22.79
1451625597,1.497316667,0.003266667,0.1137,0.048833333,0.000700033,0.345566667,1013.78,7.89,32.17,25.12,22.79
1451625598,1.264166667,0.0033,0.1142,0.048433333,0.00085,0.3424,1013.78,7.89,32.17,25.12,22.79
1451625599,1.3943,0.00325,0.1138,0.04875,0.0008,0.34695,1013.78,7.89,32.17,25.12,22.79
1451625600,1.25205,0.003316667,0.114016667,0.048466666,0.0007833,0.345966667,1013.78,7.89,32.17,25.12,22.79
1451625601,1.338816667,0.003283333,0.11425,0.048366666,0.000833367,0.346716667,1013.78,7.89,32.17,25.12,22.79
1451625602,1.338916667,0.003316667,0.114333333,0.04835,0.000850067,0.345766667,1013.78,7.89,32.17,25.12,22.79
1451625603,1.259333333,0.003266667,0.114283333,0.048483334,0.00085,0.34475,1013.78,7.89,32.17,25.12,22.79
1451625604,1.6367,0.003266667,0.115116667,0.04795,0.0012167,0.345833333,1013.78,7.89,32.17,25.12,22.79
1451625605,1.639533333,0.003283333,0.115,0.04805,0.001166667,0.342966667,1013.78,7.89,32.17,25.12,22.79
1451625606,1.588266667,0.003266667,0.114866667,0.048016667,0.001133367,0.344133333,1013.78,7.89,32.17,25.12,22.79
1451625607,1.47105,0.003266667,0.11475,0.048216666,0.001049967,0.343783333,1013.78,7.89,32.17,25.12,22.79
1451625608,0.930366667,0.003366667,0.114766667,0.0484,0.000716633,0.34205,1013.78,7.89,32.17,25.12,22.79
1451625609,0.930166667,0.003333333,0.114833333,0.048333333,0.000750033,0.343833333,1013.78,7.89,32.17,25.12,22.79
1451625610,0.925666667,0.003366667,0.114883333,0.048316667,0.000766667,0.339216667,1013.78,7.89,32.17,25.12,22.79
1451625611,0.92785,0.003333333,0.114933333,0.048283334,0.000716667,0.3417,1013.78,7.89,32.17,25.12,22.79
1451625612,0.926383333,0.003316667,0.1149,0.048166666,0.000750033,0.340733333,1013.78,7.89,32.17,25.12,22.79
1451625613,0.92475,0.003366667,0.114933333,0.048133334,0.000733333,0.33965,1013.78,7.89,32.17,25.12,22.79
1451625614,1.01955,0.003333333,0.115116667,0.047983333,0.0008167,0.342183333,1013.78,7.89,32.17,25.12,22.79
1451625615,1.185133333,0.003333333,0.115433333,0.047733333,0.000950033,0.3425,1013.78,7.89,32.17,25.12,22.79
1451625616,1.397716667,0.00335,0.11595,0.047383333,0.001166667,0.34265,1013.78,7.89,32.17,25.12,22.79
1451625617,1.413716667,0.003333333,0.116116667,0.047166667,0.0011167,0.339883333,1013.78,7.89,32.17,25.12,22.79
1451625618,1.42035,0.003316667,0.115883333,0.090366667,0.0011667,0.34155,1013.9,7.4,31.43,24.54,20.21
1451625619,1.519333333,0.003333333,0.115966667,0.1436,0.000983333,0.33735,1013.9,7.4,31.43,24.54,20.21
1451625620,1.36915,0.003316667,0.11595,0.047216667,0.001166634,0.33625,1013.9,7.4,31.43,24.54,20.21
1451625621,1.7174,0.0032,0.115583333,0.04785,0.0011667,0.339783333,1013.9,7.4,31.43,24.54,20.21
1451625622,1.235516667,0.003216667,0.11525,0.048233333,0.0007833,0.33845,1013.9,7.4,31.43,24.54,20.21
1451625623,1.2835,0.003283333,0.115266667,0.048333333,0.0007667,0.33845,1013.9,7.4,31.43,24.54,20.21
1451625624,1.961933333,0.003233333,0.115783333,0.0473,0.001283334,0.339183333,1013.9,7.4,31.43,24.54,20.21
1451625625,3.19455,0.003183333,0.115216667,0.046966666,0.001383333,0.338716667,1013.9,7.4,31.43,24.54,20.21
1451625626,2.294116667,0.003233333,0.1139,0.048216667,0.423783367,0.336216667,1013.9,7.4,31.43,24.54,20.21
1451625627,3.523516667,0.003166667,0.113783333,0.047883333,1.5869,0.337583333,1013.9,7.4,31.43,24.54,20.21
1451625628,3.395016667,0.003216667,0.11355,0.047216667,1.572266667,0.341933333,1013.9,7.4,31.43,24.54,20.21
1451625629,3.4456,0.003233333,0.112433333,0.0471,1.570116633,0.3413,1013.9,7.4,31.43,24.54,20.21
1451625630,3.373883333,0.003233333,0.109616667,0.04765,0.982916633,0.33365,1013.9,7.4,31.43,24.54,20.21
1451625631,2.3526,0.003233333,0.107466667,0.048016667,0.000800067,0.335533333,1013.9,7.4,31.43,24.54,20.21
1451625632,1.9785,0.003283333,0.106333333,0.047316667,0.000683367,0.336366667,1013.9,7.4,31.43,24.54,20.21
1451625633,1.475583333,0.003333333,0.105566667,0.047166667,0.0009167,0.3375,1013.9,7.4,31.43,24.54,20.21
1451625634,0.9106,0.003333333,0.104016667,0.047566667,0.000733333,0.337483333,1013.9,7.4,31.43,24.54,20.21
1451625635,0.778233333,0.00335,0.102833333,0.0482,0.000733367,0.164016667,1013.9,7.4,31.43,24.54,20.21
1451625636,0.649383333,0.003383333,0.101583333,0.048666667,0.000800067,0.00175,1013.9,7.4,31.43,24.54,20.21
1451625637,0.772583333,0.003383333,0.091233333,0.048733333,0.0007333,0.0018,1013.9,7.4,31.43,24.54,20.21
1451625638,0.8297,0.003283333,0.150133333,0.048633334,0.000750033,0.001816667,1013.9,7.4,31.43,24.54,20.21
1451625639,1.506433333,0.002716667,0.47245,0.047916667,0.001016667,0.001533333,1013.9,7.4,31.43,24.54,20.21
1451625640,1.140183333,0.003366667,0.5265,0.048683334,0.000933367,0.0018,1013.9,7.4,31.43,24.54,20.21
1451625641,1.1047,0.0034,0.504233333,0.048566667,0.001083367,0.001733333,1013.9,7.4,31.43,24.54,20.21
1451625642,0.967316667,0.003383333,0.495683333,0.048416667,0.001166667,0.001716667,1013.9,7.4,31.43,24.54,20.21
1451625643,1.332933333,0.003383333,0.596666667,0.047916667,0.001600033,0.001533333,1013.9,7.4,31.43,24.54,20.21
1451625644,1.358866667,0.003416667,0.629233333,0.04795,0.001633334,0.001666667,1013.9,7.4,31.43,24.54,20.21
1451625645,1.32545,0.00335,0.595616667,0.047566667,0.001583366,0.001616667,1013.9,7.4,31.43,24.54,20.21
1451625646,1.34355,0.003383333,0.601983333,0.047883334,0.001583333,0.001583333,1013.9,7.4,31.43,24.54,20.21
1451625647,1.383433333,0.003383333,0.618933333,0.047916667,0.001566667,0.001566667,1013.9,7.4,31.43,24.54,20.21
1451625648,1.373183333,0.003366667,0.61675,0.048033333,0.001550033,0.001583333,1013.9,7.4,31.43,24.54,20.21
1451625649,1.200466667,0.0034,0.588516667,0.048466666,0.001183334,0.001616667,1013.9,7.4,31.43,24.54,20.21
1451625650,1.387733333,0.003366667,0.579383333,0.048783333,0.0008667,0.00145,1013.9,7.4,31.43,24.54,20.21
1451625651,1.4859,0.00335,0.589466667,0.0488,0.000800034,0.00165,1013.9,7.4,31.43,24.54,20.21
1451625652,1.107083333,0.0034,0.61345,0.048666666,0.001016667,0.001633333,1013.9,7.4,31.43,24.54,20.21
1451625653,0.883933333,0.0034,0.60375,0.04855,0.001183367,0.00155,1013.9,7.4,31.43,24.54,20.21
1451625654,0.862433333,0.0034,0.58175,0.048516667,0.001133367,0.001683333,1013.9,7.4,31.43,24.54,20.21
1451625655,0.871633333,0.003383333,0.590716667,0.0485,0.001150033,0.0016,1013.9,7.4,31.43,24.54,20.21
1451625656,0.888633333,0.003383333,0.609066667,0.048433333,0.001133366,0.0016,1013.9,7.4,31.43,24.54,20.21
1451625657,0.96755,0.003383333,0.5968,0.048266667,0.0012,0.00155,1013.9,7.4,31.43,24.54,20.21
1451625658,0.89795,0.0034,0.5756,0.048266666,0.001200033,0.00155,1013.9,7.4,31.43,24.54,20.21
1451625659,0.895633333,0.00345,0.5228,0.0482,0.001150033,0.00165,1013.9,7.4,31.43,24.54,20.21
1451625660,0.959666667,0.003416667,0.537283333,0.04815,0.001200034,0.001516667,1013.9,7.4,31.43,24.54,20.21
1451625661,1.11135,0.003416667,0.5261,0.048366667,0.001083366,0.001583333,1013.9,7.4,31.43,24.54,20.21
1451625662,1.845516667,0.003383333,0.505183333,0.130633333,0.001183367,0.0017,1013.9,7.4,31.43,24.54,20.21
1451625663,2.032033333,0.003416667,0.519,0.1252,0.001000034,0.0018,1013.9,7.4,31.43,24.54,20.21
1451625664,1.9508,0.003383333,0.533183333,0.047916667,0.001050034,0.00145,1013.9,7.4,31.43,24.54,20.21
1451625665,1.617933333,0.003416667,0.521483333,0.048583333,0.0007334,0.001633333,1013.9,7.4,31.43,24.54,20.21
1451625666,1.398633333,0.0034,0.504233333,0.04855,0.0007334,0.00165,1013.9,7.4,31.43,24.54,20.21
1451625667,1.21985,0.003366667,0.516716667,0.04845,0.0008167,0.001683333,1013.9,7.4,31.43,24.54,20.21
1451625668,0.824883333,0.0034,0.476483333,0.1223,0.001033367,0.001716667,1013.9,7.4,31.43,24.54,20.21
1451625669,0.840916667,0.0034,0.477516667,0.139283333,0.000999966,0.001833333,1013.9,7.4,31.43,24.54,20.21
1451625670,0.7573,0.0034,0.473266667,0.048266667,0.001000033,0.001683333,1013.9,7.4,31.43,24.54,20.21
1451625671,0.743116667,0.0034,0.471816667,0.048166666,0.000983334,0.001583333,1013.9,7.4,31.43,24.54,20.21
1451625672,0.750733333,0.003383333,0.484983333,0.048116667,0.001050033,0.001533333,1013.9,7.4,31.43,24.54,20.21
1451625673,0.752733333,0.003366667,0.48665,0.048116666,0.001016666,0.001616667,1013.9,7.4,31.43,24.54,20.21
1451625674,0.7392,0.0034,0.474883333,0.048133333,0.001,0.0016,1013.9,7.4,31.43,24.54,20.21
1451625675,0.742733333,0.0034,0.475466667,0.0481,0.001033366,0.001583333,1013.9,7.4,31.43,24.54,20.21
1451625676,0.919883333,0.003383333,0.47125,0.048333333,0.000483334,0.0016,1013.89,7.06,30.98,24.23,18.96
1451625677,0.889733333,0.0034,0.454866667,0.048316666,0.000500033,0.001566667,1013.89,7.06,30.98,24.23,18.96
1451625678,0.884116667,0.0034,0.45165,0.048316667,0.000533333,0.001683333,1013.89,7.06,30.98,24.23,18.96
1451625679,0.886283333,0.0034,0.4532,0.048366667,0.0005167,0.001616667,1013.89,7.06,30.98,24.23,18.96
1451625680,0.885183333,0.003433333,0.454233333,0.048416667,0.00055,0.001533333,1013.89,7.06,30.98,24.23,18.96
1451625681,0.886433333,0.003416667,0.453683333,0.048416667,0.000550033,0.001666667,1013.89,7.06,30.98,24.23,18.96
1451625682,0.8827,0.0034,0.451866667,0.048433333,0.000550034,0.001616667,1013.89,7.06,30.98,24.23,18.96
1451625683,0.88145,0.003366667,0.452316667,0.047966666,0.000533333,0.001616667,1013.89,7.06,30.98,24.23,18.96
1451625684,0.878433333,0.00335,0.45295,0.0476,0.00055,0.001483333,1013.89,7.06,30.98,24.23,18.96
1451625685,0.877533333,0.003366667,0.450416667,0.047583333,0.0005,0.001583333,1013.89,7.06,30.98,24.23,18.96
1451625686,0.872933333,0.00335,0.446733333,0.047516667,0.000533333,0.001666667,1013.89,7.06,30.98,24.23,18.96
1451625687,0.873583333,0.00335,0.4493,0.047716667,0.000483333,0.001533333,1013.89,7.06,30.98,24.23,18.96
1451625688,0.872966667,0.003366667,0.447733333,0.047933333,0.00055,0.001583333,1013.89,7.06,30.98,24.23,18.96
1451625689,0.890283333,0.003366667,0.4382,0.047766667,0.000516633,0.00165,1013.89,7.06,30.98,24.23,18.96
1451625690,0.893816667,0.003383333,0.4402,0.04775,0.0005167,0.0016,1013.89,7.06,30.98,24.23,18.96
1451625691,0.892883333,0.00335,0.440666667,0.04745,0.0005167,0.0016,1013.89,7.06,30.98,24.23,18.96
1451625692,0.892216667,0.003366667,0.439483333,0.047766667,0.000533367,0.001566667,1013.89,7.06,30.98,24.23,18.96
1451625693,0.900233333,0.003383333,0.439,0.047983334,0.000500033,0.00165,1013.89,7.06,30.98,24.23,18.96
1451625694,0.882483333,0.003366667,0.437166667,0.047883333,0.0005,0.001616667,1013.89,7.06,30.98,24.23,18.96
1451625695,0.8836,0.003383333,0.44055,0.0479,0.000583367,0.001483333,1013.89,7.06,30.98,24.23,18.96
1451625696,0.863983333,0.003366667,0.4393,0.047966667,0.0005,0.001583333,1013.89,7.06,30.98,24.23,18.96
1451625697,0.8596,0.003383333,0.43705,0.047833334,0.000550033,0.0016,1013.89,7.06,30.98,24.23,18.96
1451625698,0.857466667,0.003366667,0.436266667,0.047633333,0.000516667,0.001516667,1013.89,7.06,30.98,24.23,18.96
1451625699,0.8619,0.003366667,0.43925,0.04795,0.0005667,0.0016,1013.89,7.06,30.98,24.23,18.96
1451625700,0.8619,0.003366667,0.4389,0.04785,0.000533334,0.0016,1013.89,7.06,30.98,24.23,18.96
1451625701,0.860833333,0.003383333,0.4375,0.047933334,0.0005167,0.001633333,1013.89,7.06,30.98,24.23,18.96
1451625702,0.8932,0.0034,0.4357,0.0897,0.000516667,0.001683333,1013.89,7.06,30.98,24.23,18.96
1451625703,0.951383333,0.003383333,0.440783333,0.147533334,0.000533333,0.001783333,1013.89,7.06,30.98,24.23,18.96
1451625704,0.860866667,0.003366667,0.44065,0.047783333,0.000500033,0.001583333,1013.89,7.06,30.98,24.23,18.96
1451625705,0.931616667,0.0034,0.510433333,0.04785,0.00065,0.001466667,1013.89,7.06,30.98,24.23,18.96
1451625706,0.909566667,0.0034,0.488116667,0.047983333,0.000583333,0.001616667,1013.89,7.06,30.98,24.23,18.96
1451625707,0.749166667,0.003416667,0.466683333,0.0479,0.0009667,0.001566667,1013.89,7.06,30.98,24.23,18.96
1451625708,0.80605,0.003466667,0.43685,0.047733333,0.00095,0.001533333,1013.89,7.06,30.98,24.23,18.96
1451625709,0.8203,0.00345,0.468183333,0.04785,0.000983366,0.001566667,1013.89,7.06,30.98,24.23,18.96
1451625710,0.831833333,0.003483333,0.475166667,0.0478,0.001033367,0.001616667,1013.89,7.06,30.98,24.23,18.96
1451625711,0.828666667,0.003416667,0.472583333,0.047516667,0.001000033,0.0016,1013.89,7.06,30.98,24.23,18.96
1451625712,0.79135,0.00345,0.438966667,0.047716667,0.000966667,0.0016,1013.89,7.06,30.98,24.23,18.96
1451625713,0.81785,0.003466667,0.4689,0.047833334,0.001,0.001566667,1013.89,7.06,30.98,24.23,18.96
1451625714,0.813816667,0.003416667,0.46785,0.047733334,0.0010167,0.001616667,1013.89,7.06,30.98,24.23,18.96
1451625715,0.8593,0.00345,0.467916667,0.047566666,0.000883334,0.001666667,1013.89,7.06,30.98,24.23,18.96
1451625716,0.981216667,0.003433333,0.43575,0.047583333,0.0004167,0.0016,1013.89,7.06,30.98,24.23,18.96
1451625717,1.0133,0.00345,0.471133333,0.04765,0.000433334,0.0016,1013.89,7.06,30.98,24.23,18.96
1451625718,0.868233333,0.003433333,0.47145,0.04765,0.000900034,0.001616667,1013.89,7.06,30.98,24.23,18.96
1451625719,0.80945,0.00345,0.470866667,0.047716667,0.0010167,0.001616667,1013.89,7.06,30.98,24.23,18.96
1451625720,0.702266667,0.003433333,0.43845,0.047916667,0.000983366,0.001666667,1013.89,7.06,30.98,24.23,18.96
1451625721,0.737583333,0.0034,0.473633333,0.048066667,0.001016667,0.001616667,1013.89,7.06,30.98,24.23,18.96
1451625722,0.733866667,0.003416667,0.470833333,0.0481,0.0010167,0.001566667,1013.89,7.06,30.98,24.23,18.96
1451625723,0.735233333,0.003416667,0.470666667,0.048166667,0.001,0.0017,1013.89,7.06,30.98,24.23,18.96
1451625724,0.708783333,0.003416667,0.442783333,0.048383333,0.000983366,0.0016,1013.89,7.06,30.98,24.23,18.96
1451625725,0.7392,0.003416667,0.472716667,0.048333333,0.001050033,0.001566667,1013.89,7.06,30.98,24.23,18.96
1451625726,0.737133333,0.003433333,0.4709,0.048266667,0.001,0.0017,1013.89,7.06,30.98,24.23,18.96
1451625727,0.730383333,0.003383333,0.466683333,0.047933333,0.001000034,0.00155,1013.89,7.06,30.98,24.23,18.96
1451625728,0.697066667,0.003383333,0.43305,0.047816666,0.000933334,0.001633333,1013.89,7.06,30.98,24.23,18.96
1451625729,0.73425,0.003416667,0.469883333,0.048133334,0.0010167,0.001583333,1013.89,7.06,30.98,24.23,18.96
1451625730,0.703283333,0.003416667,0.43665,0.04835,0.0010167,0.001616667,1013.89,7.06,30.98,24.23,18.96
1451625731,0.708216667,0.00345,0.441366667,0.048366667,0.000966666,0.001683333,1013.89,7.06,30.98,24.23,18.96
1451625732,0.708,0.003433333,0.4377,0.048366667,0.0009667,0.00165,1013.89,7.06,30.98,24.23,18.96
1451625733,0.701016667,0.003433333,0.434916667,0.048316666,0.000983367,0.0016,1013.89,7.06,30.98,24.23,18.96
1451625734,0.701116667,0.003416667,0.436033333,0.04835,0.001,0.001533333,1014.04,8.23,30.49,22.86,18.33
1451625735,0.700033333,0.0034,0.435533333,0.0478,0.000983366,0.0016,1014.04,8.23,30.49,22.86,18.33
1451625736,0.699716667,0.003383333,0.435533333,0.047816667,0.000983366,0.001616667,1014.04,8.23,30.49,22.86,18.33
1451625737,0.710933333,0.003433333,0.436466667,0.048283333,0.000983366,0.001733333,1014.04,8.23,30.49,22.86,18.33
1451625738,0.7313,0.003433333,0.435783333,0.048316667,0.00095,0.001633333,1014.04,8.23,30.49,22.86,18.33
